current_row_id,current_material_label,pollutant,temperature,solution_ph,initial_concentration,response,match_method,source_paper,source_row_id,source_record_uid,source_material_label,source_reference,verified_material_group,source_study_id,source_citation,source_doi_or_url,material_identity_evidence,provenance_confidence,original_material_label,grouping_rule
206,CI500, Cd2+,25,8.0,1.7792,1.5835,exact material + condition + response,Zhu et al. (2019),119.0,119.0,CI500,[6],Cui2016_Canna::CI500,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI500,source study + source-specific material label
207,CI600, Cd2+,25,3.0,1.7792,0.7571,exact material + condition + response,Zhu et al. (2019),120.0,120.0,CI600,[6],Cui2016_Canna::CI600,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI600,source study + source-specific material label
208,CI600, Cd2+,25,4.0,1.7792,1.2961,exact material + condition + response,Zhu et al. (2019),121.0,121.0,CI600,[6],Cui2016_Canna::CI600,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI600,source study + source-specific material label
209,CI600, Cd2+,25,5.0,1.7792,1.3682,exact material + condition + response,Zhu et al. (2019),122.0,122.0,CI600,[6],Cui2016_Canna::CI600,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI600,source study + source-specific material label
210,CI600, Cd2+,25,6.0,1.7792,1.3442,exact material + condition + response,Zhu et al. (2019),123.0,123.0,CI600,[6],Cui2016_Canna::CI600,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI600,source study + source-specific material label
211,CI600, Cd2+,25,7.0,1.7792,1.3317,exact material + condition + response,Zhu et al. (2019),124.0,124.0,CI600,[6],Cui2016_Canna::CI600,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI600,source study + source-specific material label
212,CI600, Cd2+,25,8.0,1.7792,1.4243,exact material + condition + response,Zhu et al. (2019),125.0,125.0,CI600,[6],Cui2016_Canna::CI600,Cui2016_Canna,"Cui et al., Potential mechanisms of cadmium removal from aqueous solution by Canna indica derived biochar, Science of the Total Environment 562 (2016) 517-525.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,CI600,source study + source-specific material label
213,TD500, Cd2+,25,7.0,0.4448,0.39,exact material + condition + response,Zhu et al. (2019),126.0,126.0,TD500,[7],Cui2016_Wetland::TD500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,TD500,source study + source-specific material label
214,TD500, Cd2+,25,7.0,0.7117,0.4323,exact material + condition + response,Zhu et al. (2019),127.0,127.0,TD500,[7],Cui2016_Wetland::TD500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,TD500,source study + source-specific material label
215,TD500, Cd2+,25,7.0,0.8896,0.4664,exact material + condition + response,Zhu et al. (2019),128.0,128.0,TD500,[7],Cui2016_Wetland::TD500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,TD500,source study + source-specific material label
216,PA500, Cd2+,25,7.0,0.4448,0.25,exact material + condition + response,Zhu et al. (2019),129.0,129.0,PA500,[7],Cui2016_Wetland::PA500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PA500,source study + source-specific material label
217,PA500, Cd2+,25,7.0,0.7117,0.2935,exact material + condition + response,Zhu et al. (2019),130.0,130.0,PA500,[7],Cui2016_Wetland::PA500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PA500,source study + source-specific material label
218,PA500, Cd2+,25,7.0,0.8896,0.3494,exact material + condition + response,Zhu et al. (2019),131.0,131.0,PA500,[7],Cui2016_Wetland::PA500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,PA500,source study + source-specific material label
219,ZC500, Cd2+,25,7.0,0.089,0.0518,exact material + condition + response,Zhu et al. (2019),132.0,132.0,ZC500,[7],Cui2016_Wetland::ZC500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,ZC500,source study + source-specific material label
220,ZC500, Cd2+,25,7.0,0.1779,0.0894,exact material + condition + response,Zhu et al. (2019),133.0,133.0,ZC500,[7],Cui2016_Wetland::ZC500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,ZC500,source study + source-specific material label
221,ZC500, Cd2+,25,7.0,0.7117,0.187,exact material + condition + response,Zhu et al. (2019),134.0,134.0,ZC500,[7],Cui2016_Wetland::ZC500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,ZC500,source study + source-specific material label
222,ZC500, Cd2+,25,7.0,0.8896,0.2347,exact material + condition + response,Zhu et al. (2019),135.0,135.0,ZC500,[7],Cui2016_Wetland::ZC500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,ZC500,source study + source-specific material label
223,VZ500, Cd2+,25,7.0,0.089,0.0335,exact material + condition + response,Zhu et al. (2019),136.0,136.0,VZ500,[7],Cui2016_Wetland::VZ500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,VZ500,source study + source-specific material label
224,VZ500, Cd2+,25,7.0,0.4448,0.1153,exact material + condition + response,Zhu et al. (2019),137.0,137.0,VZ500,[7],Cui2016_Wetland::VZ500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,VZ500,source study + source-specific material label
225,VZ500, Cd2+,25,7.0,0.7117,0.1576,exact material + condition + response,Zhu et al. (2019),138.0,138.0,VZ500,[7],Cui2016_Wetland::VZ500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,VZ500,source study + source-specific material label
226,VZ500, Cd2+,25,7.0,0.8896,0.1782,exact material + condition + response,Zhu et al. (2019),139.0,139.0,VZ500,[7],Cui2016_Wetland::VZ500,Cui2016_Wetland,"Cui et al., Capacity and mechanisms of ammonium and cadmium sorption on different wetland-plant derived biochars, Science of the Total Environment 539 (2016) 566-575.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,VZ500,source study + source-specific material label
227,RS300, Cd2+,28,2.0,0.8897,0.1279,exact material + condition + response,Zhu et al. (2019),188.0,188.0,RS300,[8],Gao2019::RS300,Gao2019,"Gao et al., Relative distribution of Cd2+ adsorption mechanisms on biochars derived from rice straw and sewage sludge, Bioresource Technology 272 (2019) 114-122.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,RS300,source study + source-specific material label
228,RS300, Cd2+,28,3.0,0.8897,0.4497,exact material + condition + response,Zhu et al. (2019),189.0,189.0,RS300,[8],Gao2019::RS300,Gao2019,"Gao et al., Relative distribution of Cd2+ adsorption mechanisms on biochars derived from rice straw and sewage sludge, Bioresource Technology 272 (2019) 114-122.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,RS300,source study + source-specific material label
229,RS300, Cd2+,28,4.0,0.8897,0.5235,exact material + condition + response,Zhu et al. (2019),190.0,190.0,RS300,[8],Gao2019::RS300,Gao2019,"Gao et al., Relative distribution of Cd2+ adsorption mechanisms on biochars derived from rice straw and sewage sludge, Bioresource Technology 272 (2019) 114-122.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,RS300,source study + source-specific material label
230,RS300, Cd2+,28,5.0,0.8897,0.5159,exact material + condition + response,Zhu et al. (2019),191.0,191.0,RS300,[8],Gao2019::RS300,Gao2019,"Gao et al., Relative distribution of Cd2+ adsorption mechanisms on biochars derived from rice straw and sewage sludge, Bioresource Technology 272 (2019) 114-122.",,"Current row matched to the official Zhu et al. (2019) SI by material, conditions, pollutant, and response.",row-level verified against official SI,RS300,source study + source-specific material label
